クラスタ平均,市区町村名
1.3372822299651568,千葉市花見川区
1.75,足利市
1.2881355932203389,君津市
1.3245149911816578,長岡市
1.5484633569739952,相模原市南区
1.5,古賀市
1.3496259351620947,横浜市旭区
1.1111111111111112,久世郡久御山町
1.3151162790697675,川崎市中原区
0.7851851851851852,松阪市
1.1125827814569536,津島市
2.0,南丹市
1.3221153846153846,国立市
1.3427859743245834,横浜市港北区
1.2641065830721003,茅ヶ崎市
1.2567989300044584,大津市
1.5454545454545454,大阪市東成区
1.3029637760702524,大阪市天王寺区
1.145025295109612,水戸市
1.2702702702702702,横浜市瀬谷区
1.054263565891473,高知市
1.5897693079237714,京都市南区
1.694915254237288,古河市
1.65,入間郡毛呂山町
1.3880997051728758,横浜市南区
1.2173374613003096,豊島区
1.2990033222591362,廿日市市
1.2669172932330828,さいたま市岩槻区
1.4256368118323748,府中市
0.9072847682119205,大垣市
1.5294117647058822,上尾市
0.64,帯広市
1.0535074784074152,西宮市
0.3086785009861933,印西市
1.3717391304347826,富士見市
1.3529411764705883,生駒郡斑鳩町
1.1698670605612997,広島市西区
1.056338028169014,延岡市
1.2747252747252746,白岡市
1.3129548762736536,秦野市
1.171987131898045,豊中市
1.2142857142857142,出雲市
1.095890410958904,足柄上郡開成町
1.685672514619883,大阪市東住吉区
0.8721374045801527,久喜市
0.78060263653484,鎌倉市
0.3333333333333333,栃木市
1.0188679245283019,藤枝市
1.8691588785046729,伊勢崎市
1.4236311239193085,清瀬市
1.33704974271012,京都市中京区
1.017216642754663,川西市
1.5316479400749063,川口市
1.4,福津市
1.361821584529008,西東京市
1.1009615384615385,丸亀市
1.0294117647058822,浜松市中区
1.6349206349206349,加須市
1.5754716981132075,大阪市西淀川区
1.4759284731774416,平塚市
1.873015873015873,泉南郡岬町
1.2464788732394365,牛久市
1.3911653920785298,板橋区
1.023489932885906,津市
1.12987012987013,逗子市
1.0207219251336899,名古屋市東区
1.4125874125874125,越谷市
1.2503785966683494,神戸市垂水区
1.2228704784130688,大阪市港区
0.953125,北九州市八幡東区
1.1117478510028653,貝塚市
1.3611898016997168,大阪市淀川区
1.3227848101265822,前橋市
0.9671746776084408,春日井市
0.8071833648393195,豊橋市
1.7777777777777777,花巻市
1.3129386359546518,台東区
1.3778920308483291,高崎市
2.0,新潟市秋葉区
2.0,那珂川市
1.018957345971564,函館市
0.0,粕屋郡新宮町
1.361573373676248,さいたま市見沼区
1.3848920863309353,桶川市
1.2019515079834417,横浜市戸塚区
0.5759661196400212,神戸市西区
1.2490170380078638,生駒市
1.6666666666666667,天理市
0.9257425742574258,山口市
1.3205741626794258,龍ケ崎市
0.9148936170212766,鈴鹿市
1.3977695167286246,熊谷市
0.6274509803921569,高浜市
0.8353123386680433,大分市
1.6782178217821782,藤井寺市
0.9090909090909091,多治見市
0.9647940074906367,神戸市北区
1.4547738693467336,横浜市磯子区
0.9047619047619048,うるま市
1.3599684791174154,墨田区
2.0,田川郡糸田町
1.0196078431372548,横浜市金沢区
1.41718334809566,仙台市若林区
1.3528265107212476,河内長野市
0.7002141327623126,小樽市
1.095890410958904,八王子市
1.2672064777327936,知多郡南知多町
1.5,海部郡大治町
0.6413043478260869,岩倉市
1.0843482183130357,福岡市中央区
0.9900090826521344,札幌市南区
0.9154228855721394,富田林市
1.3909774436090225,吉川市
0.7293116782675947,札幌市厚別区
0.7445095168374817,札幌市東区
1.1528662420382165,東広島市
1.3571428571428572,宗像市
1.029126213592233,焼津市
0.9773539928486293,名古屋市瑞穂区
0.38596491228070173,蓮田市
1.030674846625767,上越市
1.3700887198986058,名古屋市南区
0.46153846153846156,豊能郡豊能町
0.7272727272727273,桑名市
1.1823204419889504,甲府市
0.5,丹羽郡扶桑町
0.95929203539823,佐倉市
1.0291639662994168,金沢市
1.338962605548854,三郷市
1.1430167597765364,名古屋市港区
1.5384615384615385,多賀城市
1.1717791411042944,広島市佐伯区
1.5238893545683152,戸田市
1.7391304347826086,新潟市江南区
0.7530120481927711,苫小牧市
0.9931972789115646,愛知郡東郷町
1.4965325936199723,神戸市長田区
1.0,榛原郡川根本町
0.8258951298150348,札幌市中央区
1.1721009356393535,神戸市東灘区
1.563758389261745,堺市中区
1.6666666666666667,新発田市
1.135831381733021,松本市
0.9581673306772909,成田市
1.1666666666666667,長浜市
1.40625,八戸市
1.627906976744186,中郡二宮町
1.7069351230425056,坂戸市
1.2432432432432432,掛川市
1.5440573770491803,新座市
1.1888111888111887,北葛飾郡杉戸町
0.36212624584717606,つくば市
1.3224586288416076,仙台市青葉区
1.3626787057938299,宇都宮市
2.0,安芸郡坂町
1.76,石巻市
1.2412285379119121,品川区
0.95662100456621,京都市西京区
1.2322254017169272,目黒区
1.2666666666666666,八代市
1.3420289855072465,浜松市北区
1.296551724137931,浜松市東区
2.0,宮城郡七ヶ浜町
1.1935483870967742,ひたちなか市
0.8202409638554217,名古屋市千種区
1.0076923076923077,釧路市
2.0,三重郡朝日町
1.5256410256410255,沖縄市
2.0,名取市
1.0911111111111111,堺市東区
1.128,上田市
1.5,宮城郡松島町
1.0564663023679417,長野市
2.0,羽島郡岐南町
1.2473262032085561,秋田市
1.5801526717557253,狭山市
1.1611253196930946,青森市
1.4029227557411275,横浜市港南区
1.8333333333333333,乙訓郡大山崎町
1.4473270440251573,堺市北区
1.4458715596330276,調布市
1.1847389558232932,名古屋市中川区
1.75,深谷市
1.1006475485661424,港区
1.2305424528301887,千葉市中央区
1.1608391608391608,清須市
1.2977272727272726,広島市東区
1.3155479059093518,神戸市灘区
1.5692307692307692,鶴ケ島市
0.8693361433087461,箕面市
1.29136690647482,ふじみ野市
1.4878048780487805,木更津市
1.3724928366762177,三鷹市
0.8888888888888888,北葛城郡上牧町
1.0497512437810945,北九州市小倉南区
0.4,碧南市
1.4397590361445782,新潟市東区
1.4954188481675392,尼崎市
1.10752688172043,浜松市南区
1.2177121771217712,松江市
1.2598870056497176,八千代市
1.7099447513812154,大阪市生野区
1.1695583596214512,名古屋市中区
1.5,相模原市中央区
1.2015810276679841,沼津市
1.0740740740740742,名古屋市守山区
1.3731260410882842,仙台市太白区
1.4570637119113574,大阪市大正区
1.5270413573700954,郡山市
1.4091800706159279,千葉市美浜区
1.3734643734643734,国分寺市
1.206896551724138,筑紫野市
0.9333333333333333,西春日井郡豊山町
1.4703389830508475,東大和市
1.0482758620689656,久留米市
0.5,島田市
1.1888888888888889,交野市
1.1428571428571428,海部郡蟹江町
1.4520103761348897,神戸市兵庫区
1.0,可児市
1.102803738317757,東松山市
1.3061437001041305,川崎市高津区
0.9260700389105059,佐賀市
1.128352490421456,横浜市泉区
1.565217391304348,泉北郡忠岡町
1.6037735849056605,朝霞市
1.5808893093661305,大阪市城東区
1.0259515570934257,四日市市
1.4329268292682926,野田市
0.7935483870967742,浦安市
1.0364963503649636,北九州市若松区
1.2662853511280585,川崎市川崎区
1.633297062023939,大阪市平野区
1.6483300589390963,八尾市
0.75,富津市
0.9064587973273942,札幌市白石区
1.203187250996016,広島市南区
1.2307692307692308,横手市
1.3510011778563016,江東区
1.2738095238095237,磐田市
0.0,丹羽郡大口町
0.4,北葛城郡広陵町
1.4285714285714286,北葛城郡王寺町
1.0,柳川市
1.0330368487928843,春日市
1.723463687150838,春日部市
0.9333333333333333,飯田市
1.3493521790341578,北区
1.4581545064377683,日野市
0.6,知多郡武豊町
1.3784680337756332,荒川区
1.4362606232294617,北本市
1.385038503850385,大阪市鶴見区
1.0,尾道市
1.4609929078014185,広島市安芸区
0.9014189693801344,名古屋市名東区
0.8754646840148699,札幌市手稲区
1.1584766584766584,松山市
1.3645320197044335,京都市北区
1.531290461804057,さいたま市南区
1.4014762516046213,川崎市宮前区
1.7142857142857142,入間郡越生町
1.0,淡路市
1.6,岡山市東区
1.7139689578713968,松原市
1.3703703703703705,鶴岡市
1.6,粕屋郡粕屋町
1.4453125,鎌ケ谷市
1.3175675675675675,大阪市福島区
1.0667870036101084,名古屋市西区
1.7317073170731707,泉南郡熊取町
1.6122994652406417,三島郡島本町
1.0649350649350648,香芝市
1.0487046632124353,福岡市早良区
0.924812030075188,宮崎市
1.3522906793048972,昭島市
1.643801132787917,草加市
0.8772563176895307,東海市
0.72264631043257,日進市
1.5044776119402985,福生市
1.3,愛甲郡愛川町
1.3239038189533239,堺市西区
1.8888888888888888,南埼玉郡宮代町
0.9682539682539683,日立市
1.1310592459605027,柏市
1.6920863309352518,小田原市
1.0,鹿沼市
1.149417852522639,大阪市浪速区
1.4161764705882354,寝屋川市
1.0602409638554218,つくばみらい市
0.9198512005410889,札幌市豊平区
1.7142857142857142,綾瀬市
1.2145015105740182,岡山市中区
1.1941176470588235,高岡市
1.3231240428790199,大阪市西区
1.6153846153846154,葛城市
1.0612244897959184,都城市
1.2521739130434784,広島市安佐北区
1.035844915874177,名古屋市緑区
0.6850393700787402,長久手市
0.8333333333333334,常滑市
1.0910582444626744,堺市南区
1.082191780821918,鳥取市
0.0,粕屋郡宇美町
1.2280701754385965,羽曳野市
1.3928571428571428,米子市
1.579155672823219,大阪市旭区
1.2503509592887225,中央区
0.7809734513274337,札幌市清田区
1.320754716981132,阪南市
1.1467661691542288,周南市
1.579847908745247,さいたま市緑区
1.148870636550308,横浜市栄区
1.7,泉南市
1.3228699551569507,広島市中区
1.327116212338594,大阪市阿倍野区
1.5205070842654735,さいたま市北区
1.5420353982300885,大阪市此花区
1.0,西多摩郡瑞穂町
1.358267716535433,飯能市
1.028169014084507,西条市
1.3653061224489795,さいたま市中央区
1.2351274787535411,富士市
1.6,城陽市
1.0579664238200823,福岡市東区
0.9872359154929577,札幌市北区
1.540983606557377,彦根市
0.8753462603878116,稲沢市
1.3906493506493507,横浜市神奈川区
1.25,磯城郡田原本町
0.6666666666666666,関市
2.0,日高市
1.6237623762376239,東久留米市
1.2229885057471264,尾張旭市
0.6503972758229285,三田市
1.0,別府市
0.8851913477537438,下関市
1.1210191082802548,北九州市戸畑区
1.6,小郡市
0.868421052631579,知立市
1.4093086926762493,立川市
1.2395264116575593,仙台市泉区
0.8625415282392026,横浜市都筑区
1.3609324758842443,大阪市住之江区
2.0,刈田郡蔵王町
0.4375,浜松市浜北区
1.1929089893914016,杉並区
0.5691056910569106,守谷市
1.6666666666666667,東近江市
2.0,新潟市西蒲区
1.6631578947368422,柏原市
1.4654919236417034,狛江市
1.7777777777777777,知多郡美浜町
1.0833333333333333,大野城市
1.0454545454545454,豊川市
1.3427495291902072,千葉市若葉区
1.4107142857142858,土浦市
2.0,大川市
1.032546786004882,長崎市
0.5,岩沼市
1.5119496855345913,和歌山市
0.5411764705882353,みよし市
1.39662027833002,小平市
1.15850144092219,川崎市麻生区
1.6067778375470683,川越市
1.6493399339933994,青梅市
1.4178173719376392,所沢市
1.5183752417794971,入間市
1.4155844155844155,弘前市
0.7272727272727273,粕屋郡志免町
1.1305637982195846,静岡市駿河区
1.0130151843817787,佐世保市
1.612428842504744,東大阪市
1.4,一関市
1.0,筑西市
1.3761467889908257,長岡京市
1.2005242463958061,福山市
1.2432205759015935,横浜市西区
1.2753623188405796,熊本市北区
0.4827586206896552,伊勢市
0.7411764705882353,西尾市
1.0545112781954886,北九州市小倉北区
1.8,綴喜郡井手町
1.049404761904762,熊本市中央区
1.505980861244019,大阪市住吉区
1.449214659685864,相模原市緑区
2.0,行橋市
1.1394380853277835,多摩市
1.0764462809917354,北九州市門司区
1.0228187919463088,稲城市
1.25695067264574,新潟市中央区
1.5915915915915917,守口市
1.826086956521739,あきる野市
1.378082191780822,鴻巣市
1.5518518518518518,京都市伏見区
1.7303370786516854,高座郡寒川町
2.0,瑞浪市
1.1364190012180269,千葉市稲毛区
0.8907185628742516,名古屋市昭和区
1.197452229299363,知多市
0.967741935483871,北名古屋市
0.7739463601532567,大府市
1.5399361022364217,摂津市
1.5220345963756179,江戸川区
1.0939044481054365,名古屋市熱田区
1.1665047600544005,新宿区
2.0,吉野郡吉野町
1.4303482587064678,泉大津市
0.855632183908046,札幌市西区
1.2597014925373133,高石市
1.1497504159733778,武蔵野市
1.491304347826087,小山市
1.2585868498527968,京都市下京区
1.4539877300613497,会津若松市
1.051044083526682,習志野市
1.713953488372093,門真市
0.7535545023696683,旭川市
1.0,安芸郡海田町
1.339366515837104,大阪市東淀川区
0.6327272727272727,江別市
1.4321719792438843,横浜市鶴見区
1.2378331402085747,横浜市青葉区
0.912621359223301,あま市
0.8,太宰府市
0.8186528497409327,岡崎市
0.8359788359788359,中郡大磯町
1.1830265848670756,茨木市
1.0686274509803921,浜松市西区
1.0590094836670179,一宮市
0.8,三条市
0.7675675675675676,木津川市
1.2417763157894737,市原市
1.5230202578268877,加古川市
2.0,堺市美原区
0.7164835164835165,小牧市
1.191614066726781,町田市
1.0643033800494641,名古屋市天白区
1.3290322580645162,四街道市
0.6545454545454545,熊本市南区
1.1299160406539992,枚方市
1.5064935064935066,泉佐野市
0.5131964809384164,白井市
1.0366259711431742,草津市
0.8118214716525934,我孫子市
1.1489883507050889,高松市
1.3516009852216748,姫路市
1.1813643926788686,徳島市
1.3478260869565217,呉市
0.9918319719953326,鹿児島市
1.320577164366374,練馬区
1.284153005464481,志木市
1.6257521058965103,和光市
1.381578947368421,新潟市西区
1.129987908101572,高槻市
1.75,洲本市
1.0795454545454546,佐久市
1.1339712918660287,各務原市
1.1747448979591837,名古屋市中村区
1.2611940298507462,岡山市南区
1.4174917491749175,川崎市多摩区
1.4835164835164836,今治市
1.7023121387283238,さいたま市西区
1.2413793103448276,岩国市
1.2248376623376624,盛岡市
1.2029520295202951,浦添市
1.7723577235772359,羽村市
1.7142857142857142,佐野市
1.2868217054263567,入間郡三芳町
2.0,足柄上郡大井町
1.1506849315068493,京都市東山区
1.263716814159292,奈良市
1.0692307692307692,福井市
1.0948827292110874,福岡市西区
1.1563958916900094,神戸市中央区
1.1615586015709225,渋谷区
1.271034701315164,大田区
0.19047619047619047,相楽郡精華町
1.09375,知多郡東浦町
1.56601607347876,さいたま市桜区
1.1801801801801801,大牟田市
1.4967266775777415,さいたま市大宮区
1.2054284676833698,世田谷区
1.6,奥州市
0.983402489626556,京田辺市
1.263157894736842,生駒郡三郷町
1.6677908937605397,取手市
1.6880466472303206,八潮市
1.4103343465045592,八幡市
1.4355616815988974,厚木市
1.0865,大阪市都島区
1.1685823754789273,大和郡山市
1.0,飯塚市
1.0601953986763315,千代田区
0.5942028985507246,諫早市
1.5155526141628062,京都市右京区
0.4484536082474227,三浦郡葉山町
1.194767441860465,三島市
1.2846441947565543,北九州市八幡西区
1.0026099925428784,宝塚市
1.162206266318538,福岡市南区
1.5177151120751988,座間市
0.9717223650385605,芦屋市
1.5161290322580645,北足立郡伊奈町
1.5599022004889975,横浜市緑区
1.524904214559387,東村山市
1.25,羽生市
1.556091148115688,葛飾区
1.0878828229027964,富山市
1.273972602739726,白山市
1.2156028368794327,那覇市
0.6666666666666666,中間市
1.0,美濃加茂市
1.5651052857756769,大和市
1.3333333333333333,粕屋郡篠栗町
1.3980054397098822,船橋市
1.5061728395061729,武蔵村山市
0.9322344322344323,千葉市緑区
