,取引価格（総額）_log
129,7.087040176311461
130,7.341667681911857
131,7.436905017390452
132,6.846461044790268
133,6.753008272878005
134,7.60777085623678
135,6.863719676282364
136,6.840057870482656
137,6.889786684770627
138,7.039597765022078
139,7.006430926521386
140,7.335420720572516
141,7.276279037951802
142,7.141252479029916
143,7.073984300799117
144,7.2381509333845715
145,7.524042981220617
146,7.408252873058794
147,7.482297451641942
148,7.290720713965616
149,7.520482459189621
150,7.525965973478844
151,7.5384277904571295
152,7.5384277904571295
153,7.054146723426161
154,7.271810470852532
155,7.069230510134081
156,7.223226134297172
157,7.161941077768906
158,7.013415555356001
159,7.539011634202537
160,6.314859631825312
161,6.969705163906175
162,7.558488462101576
163,7.4006275775229025
164,7.356846493516666
165,7.255519441471584
166,7.002500861417548
167,7.253470698548355
168,7.262023796014198
169,7.546168864694369
170,7.45853289412767
171,7.443678295852756
172,7.119776686794209
173,6.754165575734917
174,7.237776021393571
175,7.136839220964662
176,7.164166075536005
177,7.281404764466302
178,7.596572521186641
179,6.888422513994962
180,6.569871121258621
181,7.238241795044189
182,7.124104840940469
183,7.520899108252123
184,7.48954762547141
185,7.488265534849335
186,7.007870807906937
187,6.376451956624942
188,6.904972843104161
189,6.957458075894546
190,6.945580933329202
191,6.355537893834404
192,7.60943611344658
193,7.35352840712224
194,7.482549892545931
195,7.177275894178728
196,7.565351491264014
197,7.027910081908576
198,7.0978317546522085
199,7.5811270486775015
200,6.858639652683688
201,7.501184579669371
202,7.165497638770688
203,7.09970591259569
204,7.321789979577925
205,7.4338196466414095
206,7.312060011575785
207,7.315257781353401
208,6.635271562976623
209,6.854767107714912
210,7.0747729736212
211,6.474302671697924
212,7.059943196886907
213,6.943360282337871
214,6.964727773556932
215,7.460093450317059
216,7.2518296189556954
217,6.383866524464312
218,7.14519386896142
219,7.227976343717893
220,7.555154213264198
221,7.542530675410113
222,6.515893659060678
223,6.506450587897778
224,7.395179307284801
225,6.634138699531893
226,6.659628660987916
227,7.167409414030178
228,6.574853471731059
229,6.561001649029564
230,6.9735139897463885
231,7.258165351179333
232,7.3022536925326005
233,7.431915087831571
234,7.193920174000346
235,7.270844920190569
236,7.383883915292286
237,6.783428475846205
238,7.135103021209225
239,7.116841341423794
240,7.013757937110443
241,6.894022895387337
242,6.877868352794695
243,7.0643691987079915
244,7.014979361189589
245,6.78901035093946
246,6.613791274541654
247,6.943172485897345
248,7.268030862123343
249,7.301862061068187
250,7.048878010154855
251,6.666218923925824
252,6.98966972276154
253,7.090533967188754
254,7.49464143532899
255,6.365163969383833
256,6.796966717380109
257,7.013703568269874
258,6.846733662892986
259,6.9790530689021395
260,7.401790464594411
261,7.359841554874113
262,7.328851435943645
263,7.0642039106452295
264,7.1178447192385494
265,6.748709492982484
266,7.013119498870529
267,6.964086016497977
268,7.207731765374428
269,7.181132326039427
270,7.216910230814054
271,7.454343607676808
272,7.445534739709389
273,7.4741838494758595
274,7.466227316567046
275,7.143610205538179
276,6.875705031384448
277,7.229674549063294
278,6.826195494019571
279,7.426071449715704
280,7.277023954698744
281,7.146011311150847
282,7.23170213062769
283,6.9369171293262495
284,7.349504354631606
285,7.2367488556502435
286,7.3588954042765025
287,7.308460874855239
288,7.349516065616249
289,7.210752449152572
290,6.5259132568204885
291,7.401594923957097
292,7.421120970954123
293,7.142467554796757
294,7.158416672020512
295,7.351550880842558
296,7.37273896393584
297,7.06017174307001
298,7.335342569001635
299,7.160748898863472
300,7.164571451201583
301,6.919991574206834
302,7.130305906079365
303,7.438162976475427
304,7.472482857904755
305,7.296075221967982
306,7.296075221967982
307,7.017761593020815
308,7.411114510560069
309,7.523249996856295
310,7.378178106157003
311,7.150365060761166
312,7.34140494301669
313,7.335378593584163
314,7.153723551060179
315,7.179381788446418
316,6.6880328546483945
317,6.993610404523369
318,6.989984953468885
319,6.741647522879846
320,6.9770518914365685
321,7.04981911778576
322,7.10468464062531
323,6.938761225626295
324,7.062194958228357
325,7.33304209633147
326,6.852905764305831
327,6.784413255044196
328,7.3797654365811844
329,6.554746159272874
330,6.38562236798062
331,7.473566809368875
332,7.244694517765126
333,6.839840128736556
334,6.998207030233189
335,7.148760522432884
336,7.3490673855870075
337,6.481567484239315
338,6.549848203617225
339,7.269833266235203
340,7.303122651865446
341,7.472842391277789
342,7.310974736616446
343,7.142018839827011
344,7.312162135809844
345,7.355912273114541
346,7.009240051133987
347,7.047420837149313
348,7.104828396377129
349,7.40899227543387
350,7.1849615666235245
351,7.386760007119127
352,7.37950465596088
353,6.358803462534534
354,6.601113673117577
355,6.863228820555138
356,7.231918851433879
357,6.842806646574539
358,6.711468784926041
359,7.224694791794344
360,7.241243928020741
361,7.316429622776596
362,6.406768155648021
363,7.0132691638277525
364,6.825768672890641
365,6.363157158103875
366,6.412502787234321
367,7.266877729032664
368,6.703133216624069
369,7.161267596852618
370,6.85038356866202
371,7.161267596852618
372,7.308298299653876
373,6.370238636898448
374,7.166409228686528
375,6.9194707298438045
376,7.145691641616116
377,6.931723527320439
378,7.396551300366869
379,6.993821915947265
380,6.867642994108796
381,7.290821084374741
382,7.094628213883063
383,7.290821084374741
384,6.572563420822425
385,7.0710805281260685
386,7.208153619261113
387,7.076590021150517
388,7.383227814132634
389,7.187902009007208
390,6.932439227169146
391,7.146330516177994
392,7.376014258001218
393,7.079321788169293
394,7.266636928313965
395,7.241220048328653
396,6.826836641145111
397,6.978393695898396
398,6.846546162490805
399,6.789496438650043
400,6.679299926004681
401,6.890035604879582
402,7.31246962101463
403,7.307309009332504
404,7.191429149623167
405,7.059232254190466
406,6.917934338660939
407,7.264172784674308
408,7.439397496936273
409,7.44341712408789
410,7.2309152787751865
411,7.3317087301017665
412,7.396702557073558
413,7.056729108008818
414,6.848850043162177
415,7.172866131540122
416,7.253005929421212
417,7.326003758813805
418,7.347994042335939
419,6.355582499326468
420,7.11248008244996
421,7.2226228514941395
422,7.294222271620225
423,6.91758622314979
424,7.210912013933228
425,7.077870004134214
426,6.4418439147204785
427,7.051259418619944
428,7.089958087604134
429,6.428408834200154
430,6.872209858640961
431,6.878291483362661
432,6.967246074750987
433,7.280442564071113
434,7.322230714199779
435,7.3939110029583865
436,6.6887076227134195
437,6.5293660446735995
438,6.958189453375758
439,7.008806654086436
440,6.964773891461904
441,6.776814575344903
442,7.025421760860529
443,7.254567041041682
444,7.016870567054334
445,6.903314556715004
446,6.791483665640231
447,7.117058050191516
448,7.138715637276996
449,7.414480559513326
450,7.317135487873619
451,6.889904447202676
452,6.457798933089658
453,6.267534510010449
454,7.029953994429007
455,6.887411953405144
456,7.153340737466704
457,7.480988246827653
458,7.325483314113546
459,7.1384254295731076
460,6.9684830388356795
461,7.0394782955263375
462,7.121008377657035
463,7.430299186879803
464,7.119865335937749
465,6.520141111808672
466,7.433350039910086
467,7.135931207272201
468,7.247783262479843
469,7.330383146039215
470,7.466626121908207
471,7.410108582004939
472,7.386480638184995
473,7.346715303652404
474,6.935438279834638
475,7.132925717499718
476,7.132925717499718
477,7.369073817626172
478,7.516835251984789
479,7.206132954388418
480,7.150246673138422
481,7.394930965517218
482,7.298522493335084
483,6.9064830523305245
484,7.254279433690554
485,7.316884103777449
486,6.91921831262792
487,6.980336964934338
488,6.3625534198841756
489,7.134290034326336
490,6.915854010983483
491,6.952413697170566
492,7.534807898640173
493,7.371436606815319
494,6.550697457354828
495,7.459715668370049
496,7.340498801501278
497,7.201388480021561
498,7.0654390124282225
499,7.084257289117973
500,6.928275143841479
501,6.910371904705907
502,6.663788208466437
503,6.847124893215202
504,6.693529459296335
505,6.68651283259214
506,6.453643662139439
507,7.117705734578368
508,7.40227475338714
509,6.958246084087935
510,7.128871952094143
511,7.093595126417714
512,7.218288107634655
513,7.22663593844972
514,7.218288107634655
515,6.7228286221000095
516,6.6296080123880765
517,6.568630727444341
518,6.65466786982897
519,6.8893456662216055
520,7.062465891823385
521,7.4418049931911865
522,7.391820201828572
523,7.407510447702342
524,6.953725757176838
525,7.413899387655672
526,7.440574555947197
527,7.186047294619473
528,7.512711731203718
529,6.27333391954734
530,7.469391096732977
531,7.489956861770498
532,7.352700175288545
533,7.547097934266291
534,6.947187555007103
535,6.727339118102698
536,7.194858345317625
537,7.399362910534798
538,6.940852378380961
539,6.992056818999251
540,6.9211792135503485
541,7.499303517645614
542,6.93171040904925
543,6.720951285639175
544,6.750157681233681
545,6.754452402877104
546,6.983904174970636
547,7.032309478445445
548,7.073751091141878
549,7.424933813355254
550,7.217021019357446
551,6.745690479807057
552,7.015865655386953
553,7.126582416112791
554,7.50510877057343
555,7.485266014688392
556,7.448185943374468
557,7.126626357397092
558,6.84636873831414
559,7.146324471867969
560,7.437175353315644
561,6.416821478334615
562,7.266911858145183
563,7.165962463824053
564,7.151389331142938
565,7.113491332901846
566,7.061663280616215
567,7.206674347610998
568,7.3909815808572645
569,7.143588712646997
570,7.36293350387834
571,7.355181522951621
572,6.864984118514395
573,6.946321802896112
574,7.091607724358458
575,7.069775579983285
576,7.435101724149699
577,6.862234820148811
578,6.631082193999324
579,6.9947404351707725
580,7.242860378756629
581,7.322324364952781
582,7.137018109152858
583,7.0807005447569855
584,7.083106472233166
585,6.349351428790879
586,6.35050664820539
587,6.461034020223434
588,7.083111431706233
589,7.634745704672735
590,6.968367657403292
591,7.006372447652562
592,6.825773979649775
593,7.140996337436445
594,6.8503917444652895
595,7.138727736935987
596,7.403362568163277
597,7.081088082952683
598,7.106687639129748
599,7.241847663569268
600,7.296708027295103
601,7.449683622178021
602,6.903367203285397
603,7.101954952092704
604,7.01715382081063
605,7.224946235524116
606,7.255077025700376
607,7.029088234441386
608,7.161637440856732
609,7.11344340229661
610,7.257570454661122
611,7.117556241679637
612,7.14555602749508
613,7.236094527605911
614,7.1665286284873
615,7.2128472831799835
616,7.022516975634198
617,7.170000208309749
618,7.020374991568842
619,7.263428290269961
620,7.509462590141138
621,7.391372985991349
622,7.4512270884741065
623,7.216010002072636
624,7.16749285095047
625,7.095884409180345
626,7.311415554735607
627,6.953438539112043
628,7.178297057159586
629,7.130715679317512
630,7.087392719733095
631,6.903769812357656
632,6.773061296452497
633,6.861744178504721
634,6.946493102904788
635,7.123695664300496
636,6.9537306793789675
637,7.2484180444260815
638,6.8789344785700495
639,6.8789344785700495
640,7.105079615463932
641,7.163521715444572
642,7.124869275067435
643,7.125437191273254
644,7.198637313824173
645,7.15618198380441
646,7.0651363905326505
647,6.95828028393366
648,6.8326260367186675
649,6.957957889541567
650,6.245312503996714
651,7.281010871702649
652,6.592105408794346
653,6.979791215097781
654,6.480851872830026
655,6.916147342586617
656,7.054451670253243
657,7.168143900140498
658,7.30667812907375
659,7.234099318432018
660,6.904936471179456
661,6.954436601813005
662,6.268605207139566
663,6.261921384603435
664,7.418374034846169
665,7.212087141982487
666,7.210291758047092
667,6.909038760789368
668,6.705440802722906
669,6.5305698599072945
670,6.697047929384087
671,7.064482412590589
672,7.098770844683778
673,7.222065899123783
674,7.188662000063661
675,6.795931430665018
676,6.849402013614402
677,7.231603871125722
678,6.927820344465063
679,6.787101728082179
680,6.840983804795667
681,7.3164658199502055
682,6.957889721415648
683,6.763991610377056
684,6.548325671937612
685,7.047810603424852
686,7.152499478321102
687,7.161544184588311
688,7.295458960599605
689,7.0393086231302435
690,6.902193312983648
691,6.4192146084589385
692,6.906516465972532
693,6.3775714011928155
694,6.6236309854027215
695,6.882656899627202
696,6.981738649810674
697,6.2410348527553365
698,7.085120765241178
699,6.777492329792912
700,6.8949848732717465
701,7.389299117695623
702,6.982520370418733
703,6.9286978794658465
704,6.733243274778915
705,7.245462211724085
706,6.669822842379211
707,7.0424515922766675
708,6.956780021784162
709,6.685286026174636
710,6.685286026174636
711,7.014328374070211
712,6.694702357136043
713,6.426176000968435
714,6.885770734070517
715,6.84540453075758
716,7.036650606927082
717,6.816575344151895
718,6.871393334092262
719,6.90744375101591
720,6.290278608104557
721,6.254425830550925
722,6.957790937619137
723,7.118650264958457
724,6.968884998091018
725,7.319274322144656
726,6.837997479839907
727,6.680214142864105
728,6.425982842808275
729,7.454018700598663
730,7.329618963572975
731,7.512302103285785
732,6.837499457343361
733,6.4378838087820425
734,7.292077641971719
735,7.303587563621616
736,6.905929810532715
737,6.94275602570961
738,6.643926892155333
739,6.762811987278064
740,7.2146191089316245
741,7.176691910969359
742,7.299381060023869
743,6.818145770623292
744,7.428854507661096
745,6.713622777647866
746,6.588788266145867
747,6.52181574550125
748,6.475947515864642
749,6.667017930154147
750,6.950116045232225
751,7.040086262280576
752,6.461257919610997
753,6.767960072956891
754,6.900421907434514
755,7.363326221112469
756,6.561087704016786
757,7.350288144534751
758,7.222182651090565
759,7.5864641396420405
760,7.5056596195196885
761,7.307809342985131
762,7.489776186749786
763,7.369194650615332
764,6.96310840100825
765,7.0511835319556715
766,7.237651055042505
767,6.857689894983623
768,7.257419149521393
769,6.893422516126345
770,7.444156822866337
771,7.3611841863133485
772,6.632862967378211
773,7.3103877220865
774,7.376898042430324
775,7.432882685058352
776,6.825177267473054
777,6.701365941111257
778,6.069702749493415
779,6.255925580372546
780,7.302031064612089
781,7.217337954936536
782,6.873771005908705
783,7.047210819825428
784,7.253686613711917
785,7.637953406528232
786,7.5137992677655
787,6.8676337427849345
788,7.817371626171795
789,6.682127430134628
790,7.134543806117854
791,7.5173880840879
792,7.556165339435492
793,7.403209947619125
794,6.718633036091028
795,6.719983489498114
796,7.0622509954099835
797,7.0577444798580515
798,6.828046232166037
799,7.426170069830552
800,7.106552773224654
801,7.375634478837502
802,7.551187812126096
803,7.207867127410228
804,7.525628748990453
805,7.267972168544673
806,7.503999047060491
807,7.145109658906727
808,7.060039249157211
809,7.1134848544748825
810,7.695752531962217
811,7.139306961560834
812,6.873536096343025
813,6.734721602271739
814,6.640213891095599
815,7.445692819642646
816,7.599104058494983
817,6.616486374790192
818,7.3758547851683165
819,7.13838602895369
820,6.639440071090348
821,7.385576707435
822,6.639440071090348
823,7.432601913673994
824,7.5760404977701015
825,7.187374275982678
826,7.115073884326673
827,6.628124512701213
828,7.106247865598989
829,7.314851262807183
830,7.184830929762161
831,7.205036070232566
832,7.041618345871643
833,6.397748945370088
834,7.2230091765475395
835,7.002279817173586
836,6.45718424633149
837,6.509126012049667
838,6.567708521135357
839,7.0799333230392145
840,7.372014300809276
841,7.525183028444475
842,7.479142493277101
843,7.229165644762347
844,6.8546967581306975
845,7.142147303450832
846,7.417515945940598
847,6.689676818678341
848,6.651995520149212
849,6.7533998921979865
850,6.68624558356904
851,7.355449759552712
852,6.585181255740472
853,6.500637996577308
854,6.391904543815197
855,6.773712095768827
856,7.564659777009154
857,7.1008826397200355
858,7.4906294327998255
859,7.422148218521977
860,7.288044808449321
861,6.680809704523795
862,7.218584448097412
863,7.331633884914913
864,7.341439949267547
865,7.6826900184319715
866,7.265309444713392
867,7.289795543342468
868,7.421366998827298
869,7.225326295070978
870,7.198150413913276
871,7.33740784592322
872,6.935859374638969
873,7.349545296300686
874,7.334616865921769
875,7.4383297935718575
876,7.4770996664811555
877,7.479139667834842
878,7.502179005960491
879,7.624386631205832
880,7.08912863711043
881,7.314109702443417
882,7.11879782639544
883,7.0530523902792055
884,7.0530523902792055
885,6.93472796257129
886,7.210208580933722
887,7.043066329820261
888,7.0955946999964805
889,7.494470109665689
890,7.702155001060851
891,7.454596342356017
892,6.531356072753231
893,7.1672530513256065
894,7.692489456011806
895,7.168581012969116
896,7.011896647869286
897,7.64881251829527
898,7.376968300078737
899,6.863884331536225
900,7.415344033159559
901,6.8003380458958524
902,7.039058335092609
903,6.886565487566816
904,7.391634654359538
905,7.505841743638724
906,7.185549687583691
907,7.074860421676207
908,7.353054154549146
909,7.377939326663417
910,7.382403005950998
911,7.2597435848008045
912,7.090619491403235
913,7.158736007235671
914,7.513533933830173
915,7.059317502441658
916,7.266241345302307
917,7.4850120205013715
918,7.50122394923492
919,7.151778963088071
920,7.409662777231462
921,6.931799035448813
922,7.331729551915921
923,7.215637964033228
924,6.767996652915561
925,7.459069146872725
926,7.418560346600567
927,7.375324689617535
928,7.163205521536852
929,7.546521357895178
930,7.499340284091966
931,7.051783526949794
932,7.263397138597256
933,6.716064010586149
934,7.473117530677401
935,7.395748543217825
936,7.36594488308993
937,7.442191907461338
938,7.427234646996145
939,7.446098822729081
940,7.429027307380838
941,7.429027307380838
942,7.077476727535517
943,7.385368112644994
944,7.441921103725442
945,7.131713719080477
946,7.005700155950911
947,7.427309673307505
948,7.429027307380838
949,7.434691153029449
950,7.023844535903745
951,7.081871503649578
952,7.097817352471802
953,6.954099877196655
954,7.548239444168481
955,7.526064528334279
956,7.348531591379439
957,7.58239712702028
958,7.548239444168481
959,7.550657123434874
960,7.338446476537949
961,7.405894457696176
962,7.579411577719071
963,7.2853930513247365
964,6.964630421552822
965,7.240659343047307
966,7.0654842219926834
967,6.596918596644597
968,6.279476572327902
969,7.50047647813227
970,6.30455140068501
971,7.026972256612831
972,7.273325088504615
973,6.938042568016052
974,7.144515500361143
975,7.381137255600969
976,7.297522488378552
977,7.193077520835834
978,7.428961791958706
979,7.362287621966311
980,7.237380696165412
981,7.283429015498103
982,7.274776921826045
983,7.33492813599314
984,7.185754140621297
985,7.256225022814842
986,6.369232610672076
987,7.43761535744004
988,7.6022513155871705
989,7.597604940374383
990,7.149630435323741
991,7.186133801194557
992,7.10818203496602
993,7.38300355763119
994,7.364639658354624
995,7.051561536499697
996,7.395678824610427
997,7.285010328186078
998,7.265012449261178
999,7.376046463026398
1000,6.865994167576088
1001,7.277100860388803
1002,7.305425645068455
1003,6.899134642558903
1004,7.39482265774853
1005,7.256354704286617
1006,7.025540828054418
1007,7.40180066933821
1008,7.171065177149124
1009,7.316725928212852
1010,7.539774046646007
1011,7.4319835628351
1012,7.350450775921931
1013,7.07860797951661
1014,7.0021903973526
1015,7.11125143863559
1016,7.489845705687994
1017,7.312222965239204
1018,7.471397247786975
1019,6.827764509575505
1020,7.080173609527746
1021,6.464465629129943
1022,7.259096744863144
1023,6.1417291284861815
1024,6.99685025668567
1025,6.864520405026912
1026,6.91088398370483
1027,7.016319086965694
1028,6.972704475467484
1029,7.015509651445765
1030,6.863350401866875
1031,7.055111080549336
1032,6.886181874773596
1033,7.0303740586127885
1034,7.0904348135528785
1035,6.659917078105728
1036,7.350751846500158
1037,7.225862806965019
1038,7.357219313551371
1039,7.175436984310099
1040,7.424229137321472
1041,7.2442322167505555
1042,7.167628791618178
1043,7.3564373960248695
1044,7.299854804782407
1045,7.341818259102595
1046,7.0552829694150105
1047,7.129039034845813
1048,7.372193652665473
1049,6.408713480653273
1050,6.375589325293903
1051,7.389090767840158
1052,7.2486190403268385
1053,7.252743322820662
1054,7.282382021801772
1055,7.3838556900142835
1056,7.126506278689297
1057,7.091054019010644
1058,6.761179783517873
1059,7.06225686418677
1060,6.916049759851262
1061,7.27831782277379
1062,7.1113621266718905
1063,7.207566750061702
1064,7.250253676257673
1065,7.3263707180144015
1066,7.104462422933726
1067,6.31517549650961
1068,7.435347575942917
1069,6.971299519899531
1070,6.126468310418495
1071,7.050627993765013
1072,6.8847116487039255
1073,7.152564959497779
1074,7.292852439087819
1075,7.0517640678240845
1076,6.97938672927978
1077,7.305159078282105
1078,6.826463323082569
1079,7.283802118017427
1080,7.210898845189055
1081,7.267122816708789
1082,7.141249238427605
1083,6.918234634418055
1084,7.225689011264137
1085,7.229550909737955
1086,6.693824298337566
1087,7.09049558442956
1088,7.444918382021189
1089,7.281411227016489
1090,7.137669468450741
1091,7.0987315396206006
1092,6.772797388316926
1093,7.2617095445293165
1094,7.107591524282184
1095,7.521703581221568
1096,7.414266676766869
1097,6.2938045076924585
1098,6.42077360761894
1099,6.851250401860012
1100,6.975277387804426
1101,7.432672406953724
1102,7.358488504490432
1103,7.434408500533632
1104,7.450122596059428
1105,7.276304911169815
1106,7.10766025631623
1107,6.973414807499895
1108,6.770181455089015
1109,6.613037675276128
1110,7.219438360792683
1111,6.7767140877768
1112,7.013096334045517
1113,7.0242090659213625
1114,7.135971842605642
1115,7.1128803383851125
1116,7.179182620521102
1117,7.193796547928355
1118,6.927006162886005
1119,6.714000658565252
1120,7.339837673169277
1121,7.560427297837918
1122,6.3650942890558575
1123,6.680390438963819
1124,7.23657116052889
1125,7.516441588695193
1126,7.635981631904159
1127,7.197850851995442
1128,6.026007019648757
1129,7.049246227084143
1130,7.260044548097904
1131,7.0291553322436515
1132,6.9449665945025805
1133,6.927371273869486
1134,7.009126257365308
1135,6.933428353991012
1136,7.074799235157886
1137,7.074799235157886
1138,7.2234655921832305
1139,7.138493308002287
1140,6.671635507669009
1141,7.547569308861899
1142,7.420066526677377
1143,7.53652940041199
1144,7.1980002574681
1145,7.509292704375545
1146,6.565223843835755
1147,7.273499232037258
1148,6.249634869125791
1149,7.261059410338735
1150,7.043032989487285
1151,7.44816226265099
1152,7.4091252269899135
1153,6.835341586272253
1154,7.205381195522425
1155,7.197095272831179
1156,7.367170471578559
1157,6.723975360549905
1158,7.395916843042878
1159,7.334350400079444
1160,7.44690621526048
1161,7.3535933633298685
1162,7.209312202211463
1163,7.203614583054643
1164,7.325748093280704
1165,7.331846055567423
1166,6.793484403122098
1167,6.811129519554895
1168,7.107511742479259
1169,6.790499677342951
1170,6.947076378337153
1171,6.441998883854227
1172,6.441655823371363
1173,7.397925631336732
1174,7.397925631336732
1175,7.470721467184438
1176,6.779395384387545
1177,6.679436437892625
1178,6.9769248605713186
1179,6.216531403075761
1180,6.57756832028799
1181,7.438003347627715
1182,6.361967599625465
1183,6.56586146763052
1184,6.6747106106056835
1185,6.607201144123047
1186,7.058137951275806
1187,7.260559935097162
1188,7.254056826171927
1189,7.216306601978089
1190,7.373401020457918
1191,7.231808543423365
1192,7.414843254626818
1193,7.461037304733426
1194,7.266946500309897
1195,7.542722064695261
1196,7.14155108446144
1197,7.524994164170104
1198,7.205546836736843
1199,7.4725124781778005
1200,7.457475118568468
1201,7.428312634187296
1202,7.43660778087698
1203,7.56461732226187
1204,7.539359276296313
1205,7.53140286262411
1206,7.31594316232342
1207,7.125925966604931
1208,7.286622649819049
1209,7.31931669846621
1210,7.398632564312803
1211,7.273773318891605
1212,7.214256271217439
1213,7.396924669440871
1214,7.404073221132356
1215,7.385199758502134
1216,7.457589675183103
1217,7.524962664601962
1218,7.456320901744215
1219,7.366937050495155
1220,7.4450612237146645
1221,6.468644287098883
1222,7.124171078051426
1223,6.865501267010038
1224,7.433857469233582
1225,6.535877997362584
1226,7.1459862692986515
1227,7.207496338408404
1228,7.121703679365271
1229,6.943356602133548
1230,7.373501413315148
1231,6.945327990906287
1232,7.491736278195652
1233,7.527356220990877
1234,6.920556546290454
1235,6.698314020330258
1236,7.337751366107641
1237,7.181454482794096
1238,6.366505983023337
1239,6.296860801720559
1240,7.424146834482851
1241,6.989177310386914
1242,7.076218411314253
1243,6.3461767905588955
1244,7.11943124497466
1245,6.985837802274969
1246,7.034339193877291
1247,7.035643320108528
1248,7.347375822811354
1249,7.482111122668544
1250,7.349525172846708
1251,7.062257933796655
1252,6.609426901352172
1253,6.761329693837628
1254,6.204942512768321
1255,7.272568032978472
1256,6.380135697277681
1257,6.319681456665951
1258,6.280657995392072
1259,6.3239951423448675
1260,7.011222176058498
1261,7.345170885178452
1262,6.227505768619779
1263,6.65818719077282
1264,7.194128582767279
1265,6.82071086620375
1266,6.717967490775649
1267,7.309225365333271
1268,6.93594088013067
1269,6.289597008635669
1270,6.2604155203096425
1271,7.4558473784929244
1272,7.366681576143352
1273,7.381652941245055
1274,6.784277585116567
1275,7.6820994306959065
1276,7.280114964636449
1277,7.15583912957166
1278,6.89859148203461
1279,7.554436631637787
1280,6.4261166325512855
1281,6.172611748856303
1282,6.354442358156059
1283,7.382771423312544
1284,7.631888364866837
1285,7.571850682940875
1286,7.631888364866837
1287,7.019028366736521
1288,7.678984330408678
1289,7.598938355754715
1290,7.559707604390763
1291,7.213702762736056
1292,7.29034161639055
1293,6.4283520025193095
1294,6.998659706017232
1295,7.243948808679258
1296,6.648942118084153
1297,6.607035027621038
1298,7.473582176846029
1299,6.467783031835313
1300,6.835072910085359
1301,7.45135464132889
1302,7.395281096213627
1303,7.4580850809501
1304,6.6326770689035
1305,6.443836453349443
1306,7.223224377384626
1307,7.230924388372095
1308,6.91277310706236
1309,6.774862194070438
1310,6.731278107777255
1311,7.058081955280932
1312,6.486783706531577
1313,6.50950373258191
1314,6.767407864453225
1315,6.494728858614586
1316,7.399974586235368
1317,7.32228825900161
1318,7.340720912222314
1319,7.41077886525751
1320,7.503351567601601
1321,7.503351567601601
1322,7.376701210359178
1323,6.814798301264422
1324,6.667302847382297
1325,7.114073154257757
1326,6.692008749560318
1327,7.442619723433636
1328,7.50598847967246
1329,6.7145748187153025
1330,7.478160693340541
1331,6.928135408711845
1332,7.270492142850873
1333,7.230880561395374
1334,7.109360587064574
1335,7.02287336160941
1336,7.188734412463008
1337,7.188734412463008
1338,7.256089302424785
1339,7.456228120357002
1340,7.085383808262203
1341,7.471788553100246
1342,7.528774648606039
1343,7.354662702786383
1344,7.316356210580431
1345,7.258752772036333
1346,7.359797882613596
